ID,LOCATION_TYPE,LOCATION_TYPE_CODE,PSGC_CODE,LOCATION,LOC_CODE,PARENT_CODE,LOCATION_AREA_HA,LOCATION_LON,LOCATION_LAT,YEAR,PERIOD,TC_COUNT
287,Province,2,PH0300800000,Bataan,8,3,124499.2234,120.45441,14.66047,2018,March,0
288,Province,2,PH1208000000,Sarangani,80,12,370000.4169,125.15833,6.05966,2018,March,0
289,Province,2,PH1408100000,Apayao,81,14,398874.9827,121.18753,18.10576,2018,March,0
290,Province,2,PH1108200000,Davao De Oro,82,11,435150.5017,126.02292,7.57325,2018,March,0
291,Province,2,PH0908300000,Zamboanga Sibugay,83,9,272573.4853,122.72542,7.69474,2018,March,0
292,Province,2,PH1608500000,Dinagat Islands,85,16,80368.58314,125.60234,10.17134,2018,March,0
293,Province,2,PH1108600000,Davao Occidental,86,11,196057.9424,125.54058,6.09811,2018,March,0
294,Province,2,PH0200900000,Batanes,9,2,20137.38639,121.88796,20.55242,2018,March,0
295,National,0,PH9999999999,Philippines,1,NA,29340674,122.88863823288156,11.683905899533906,2018,April,0
296,Region,1,PH0100000000,Ilocos Region,1,NA,1230470.897,120.48431,16.90702,2018,April,0
297,Region,1,PH1000000000,Northern Mindanao,10,NA,1748726.483,124.67425,8.18737,2018,April,0
298,Region,1,PH1100000000,Davao Region,11,NA,1880989.96,125.82657,7.21033,2018,April,0
299,Region,1,PH1200000000,SOCCSKSARGEN,12,NA,1790438.227,124.81574,6.59804,2018,April,0
300,Region,1,PH1400000000,Cordillera Administrative Region,14,NA,1818770.568,121.03905,17.35562,2018,April,0
301,Region,1,PH1900000000,Bangsamoro Autonomous Region In Muslim Mindanao,15,NA,1255119.847,123.34939,6.92199,2018,April,0
302,Region,1,PH1600000000,CARAGA,16,NA,1860281.031,125.79354,8.80757,2018,April,0
303,Region,1,PH1700000000,MIMAROPA,17,NA,2670545.156,119.90138,11.3535,2018,April,0
304,Region,1,PH0200000000,Cagayan Valley,2,NA,2638794.24,121.73245,17.20742,2018,April,0
305,Region,1,PH0300000000,Central Luzon,3,NA,2122869.134,120.82254,15.39167,2018,April,0
306,Region,1,PH0400000000,CALABARZON,4,NA,1559505.206,121.57574,14.1648,2018,April,0
307,Region,1,PH0500000000,Bicol Region,5,NA,1729064.188,123.47248,13.27324,2018,April,0
308,Region,1,PH0600000000,Western Visayas,6,NA,2004219.716,122.65134,10.84389,2018,April,0
309,Region,1,PH0700000000,Central Visayas,7,NA,1428558.608,123.615,9.92116,2018,April,0
310,Region,1,PH0800000000,Eastern Visayas,8,NA,2083545.065,124.95325,11.53711,2018,April,0
311,Region,1,PH0900000000,Zamboanga Peninsula,9,NA,1458898.459,122.84823,7.82603,2018,April,0
312,Province,2,PH1400100000,Abra,1,14,392658.995,120.80323,17.57832,2018,April,0
313,Province,2,PH0401000000,Batangas,10,4,296342.1523,121.03136,13.89192,2018,April,0
314,Province,2,PH1401100000,Benguet,11,14,282784.8759,120.69886,16.54284,2018,April,0
315,Province,2,PH0701200000,Bohol,12,7,396752.4873,124.19758,9.85386,2018,April,0
316,Province,2,PH1001300000,Bukidnon,13,10,935846.7352,125.00693,8.01875,2018,April,0
317,Province,2,PH0301400000,Bulacan,14,3,268894.0986,121.05787,14.97878,2018,April,0
318,Province,2,PH0201500000,Cagayan,15,2,879759.9291,121.76061,18.09416,2018,April,0
319,Province,2,PH0501600000,Camarines Norte,16,5,212131.5983,122.7276,14.14318,2018,April,0
320,Province,2,PH0501700000,Camarines Sur,17,5,526280.2518,123.26232,13.70538,2018,April,0
321,Province,2,PH1001800000,Camiguin,18,10,24254.34914,124.71774,9.172,2018,April,0
322,Province,2,PH0601900000,Capiz,19,6,265103.7091,122.63293,11.3699,2018,April,0
323,Province,2,PH1600200000,Agusan Del Norte,2,16,267625.5396,125.53568,9.03125,2018,April,0
324,Province,2,PH0502000000,Catanduanes,20,5,146059.0863,124.23645,13.78322,2018,April,0
325,Province,2,PH0402100000,Cavite,21,4,124520.1231,120.86848,14.25517,2018,April,0
326,Province,2,PH0702200000,Cebu,22,7,486471.6869,123.75473,10.35505,2018,April,0
327,Province,2,PH1102300000,Davao Del Norte,23,11,324540.853,125.64222,7.58531,2018,April,0
328,Province,2,PH1102400000,Davao Del Sur,24,11,426257.1808,125.34537,7.01621,2018,April,0
329,Province,2,PH1102500000,Davao Oriental,25,11,498905.6008,126.29823,7.25136,2018,April,0
330,Province,2,PH0802600000,Eastern Samar,26,8,424954.8963,125.38108,11.64761,2018,April,0
331,Province,2,PH1402700000,Ifugao,27,14,250670.7928,121.20724,16.84847,2018,April,0
332,Province,2,PH0102800000,Ilocos Norte,28,1,327178.9476,120.73031,18.2049,2018,April,0
333,Province,2,PH0102900000,Ilocos Sur,29,1,246531.6268,120.54701,17.24747,2018,April,0
334,Province,2,PH1600300000,Agusan Del Sur,3,16,845214.9145,125.72898,8.42159,2018,April,0
335,Province,2,PH0603000000,Iloilo,30,6,471476.4392,122.60538,11.0076,2018,April,0
336,Province,2,PH0203100000,Isabela,31,2,1049495.036,121.96124,16.98735,2018,April,0
337,Province,2,PH1403200000,Kalinga,32,14,282509.4079,121.2795,17.43098,2018,April,0
338,Province,2,PH0103300000,La Union,33,1,141261.3448,120.42453,16.58054,2018,April,0
339,Province,2,PH0403400000,Laguna,34,4,178496.2977,121.36511,14.24132,2018,April,0
340,Province,2,PH1003500000,Lanao Del Norte,35,10,263637.9028,124.03771,8.02657,2018,April,0
341,Province,2,PH1903600000,Lanao Del Sur,36,15,374148.3531,124.3446,7.78909,2018,April,0
342,Province,2,PH0803700000,Leyte,37,8,557574.9137,124.75585,10.97461,2018,April,0
343,Province,2,PH1908700000,Maguindanao,38,15,501126.2256,124.3846,7.03162,2018,April,0
344,Province,2,PH0600400000,Aklan,4,6,168490.628,122.24801,11.60961,2018,April,0
345,Province,2,PH1704000000,Marinduque,40,17,92150.51634,121.97191,13.39123,2018,April,0
346,Province,2,PH0504100000,Masbate,41,5,398936.7474,123.55233,12.29461,2018,April,0
347,Province,2,PH1004200000,Misamis Occidental,42,10,187094.5163,123.69023,8.32404,2018,April,0
348,Province,2,PH1004300000,Misamis Oriental,43,10,337853.2765,124.79152,8.63258,2018,April,0
349,Province,2,PH1404400000,Mountain Province,44,14,211247.8703,121.12926,17.1013,2018,April,0
350,Province,2,PH0604500000,Negros Occidental,45,6,765872.2498,122.98713,10.31102,2018,April,0
351,Province,2,PH0704600000,Negros Oriental,46,7,513364.8525,123.03352,9.60691,2018,April,0
352,Province,2,PH1204700000,North Cotabato,47,12,585977.2617,124.85052,7.2026,2018,April,0
353,Province,2,PH0804800000,Northern Samar,48,8,344045.7568,124.79173,12.4111,2018,April,0
354,Province,2,PH0304900000,Nueva Ecija,49,3,545723.5694,121.02057,15.61784,2018,April,0
355,Province,2,PH0500500000,Albay,5,5,246950.7417,123.61575,13.20972,2018,April,0
356,Province,2,PH0205000000,Nueva Vizcaya,50,2,412589.2665,121.17179,16.30543,2018,April,0
357,Province,2,PH1705100000,Occidental Mindoro,51,17,597216.3562,120.89263,12.97198,2018,April,0
358,Province,2,PH1705200000,Oriental Mindoro,52,17,411534.5134,121.26165,12.96208,2018,April,0
359,Province,2,PH1705300000,Palawan,53,17,1438791.437,118.74422,9.97851,2018,April,0
360,Province,2,PH0305400000,Pampanga,54,3,211421.1857,120.64724,15.05852,2018,April,0
361,Province,2,PH0105500000,Pangasinan,55,1,515455.9092,120.3126,15.9995,2018,April,0
362,Province,2,PH0405600000,Quezon,56,4,840102.3202,121.96207,14.16651,2018,April,0
363,Province,2,PH0205700000,Quirino,57,2,276799.6207,121.59554,16.29455,2018,April,0
364,Province,2,PH0405800000,Rizal,58,4,120029.7294,121.26254,14.6174,2018,April,0
365,Province,2,PH1705900000,Romblon,59,17,130982.4531,122.23451,12.43569,2018,April,0
366,Province,2,PH0600600000,Antique,6,6,273659.3448,122.06801,11.12678,2018,April,0
367,Province,2,PH0806000000,Samar,60,8,538251.1521,124.94033,11.84648,2018,April,0
368,Province,2,PH0706100000,Siquijor,61,7,31957.7035,123.58866,9.1852,2018,April,0
369,Province,2,PH0506200000,Sorsogon,62,5,198641.4064,123.92856,12.85433,2018,April,0
370,Province,2,PH1206300000,South Cotabato,63,12,411942.8819,124.85313,6.28461,2018,April,0
371,Province,2,PH0806400000,Southern Leyte,64,8,165547.6261,125.05196,10.29123,2018,April,0
372,Province,2,PH1206500000,Sultan Kudarat,65,12,422488.9048,124.43128,6.53498,2018,April,0
373,Province,2,PH1906600000,Sulu,66,15,151498.8171,121.0544,5.95321,2018,April,0
374,Province,2,PH1606700000,Surigao Del Norte,67,16,197260.9942,125.73754,9.67074,2018,April,0
375,Province,2,PH1606800000,Surigao Del Sur,68,16,469825.4007,126.113,8.77637,2018,April,0
376,Province,2,PH0306900000,Tarlac,69,3,297162.4745,120.4762,15.47835,2018,April,0
377,Province,2,PH1900700000,Basilan,7,15,113368.7447,122.02916,6.56546,2018,April,0
378,Province,2,PH1907000000,Tawi-Tawi,70,15,115325.302,119.9015,5.23802,2018,April,0
379,Province,2,PH0307100000,Zambales,71,3,372047.8358,120.14367,15.2868,2018,April,0
380,Province,2,PH0907200000,Zamboanga Del Norte,72,9,628425.2368,122.80734,8.0492,2018,April,0
381,Province,2,PH0907300000,Zamboanga Del Sur,73,9,535995.3836,122.99399,7.67897,2018,April,0
382,Province,2,PH0307700000,Aurora,77,3,303048.9855,121.70032,15.92336,2018,April,0
383,Province,2,PH0807800000,Biliran,78,8,53182.96358,124.47324,11.59672,2018,April,0
384,Province,2,PH0607900000,Guimaras,79,6,59614.55082,122.6141,10.56881,2018,April,0
385,Province,2,PH0300800000,Bataan,8,3,124499.2234,120.45441,14.66047,2018,April,0
386,Province,2,PH1208000000,Sarangani,80,12,370000.4169,125.15833,6.05966,2018,April,0
387,Province,2,PH1408100000,Apayao,81,14,398874.9827,121.18753,18.10576,2018,April,0
388,Province,2,PH1108200000,Davao De Oro,82,11,435150.5017,126.02292,7.57325,2018,April,0
389,Province,2,PH0908300000,Zamboanga Sibugay,83,9,272573.4853,122.72542,7.69474,2018,April,0
390,Province,2,PH1608500000,Dinagat Islands,85,16,80368.58314,125.60234,10.17134,2018,April,0
391,Province,2,PH1108600000,Davao Occidental,86,11,196057.9424,125.54058,6.09811,2018,April,0
392,Province,2,PH0200900000,Batanes,9,2,20137.38639,121.88796,20.55242,2018,April,0
393,National,0,PH9999999999,Philippines,1,NA,29340674,122.88863823288156,11.683905899533906,2018,May,0
394,Region,1,PH0100000000,Ilocos Region,1,NA,1230470.897,120.48431,16.90702,2018,May,0
395,Region,1,PH1000000000,Northern Mindanao,10,NA,1748726.483,124.67425,8.18737,2018,May,0
396,Region,1,PH1100000000,Davao Region,11,NA,1880989.96,125.82657,7.21033,2018,May,0
397,Region,1,PH1200000000,SOCCSKSARGEN,12,NA,1790438.227,124.81574,6.59804,2018,May,0
398,Region,1,PH1400000000,Cordillera Administrative Region,14,NA,1818770.568,121.03905,17.35562,2018,May,0
399,Region,1,PH1900000000,Bangsamoro Autonomous Region In Muslim Mindanao,15,NA,1255119.847,123.34939,6.92199,2018,May,0
400,Region,1,PH1600000000,CARAGA,16,NA,1860281.031,125.79354,8.80757,2018,May,0
401,Region,1,PH1700000000,MIMAROPA,17,NA,2670545.156,119.90138,11.3535,2018,May,0
402,Region,1,PH0200000000,Cagayan Valley,2,NA,2638794.24,121.73245,17.20742,2018,May,0
403,Region,1,PH0300000000,Central Luzon,3,NA,2122869.134,120.82254,15.39167,2018,May,0
404,Region,1,PH0400000000,CALABARZON,4,NA,1559505.206,121.57574,14.1648,2018,May,0
405,Region,1,PH0500000000,Bicol Region,5,NA,1729064.188,123.47248,13.27324,2018,May,0
406,Region,1,PH0600000000,Western Visayas,6,NA,2004219.716,122.65134,10.84389,2018,May,0
407,Region,1,PH0700000000,Central Visayas,7,NA,1428558.608,123.615,9.92116,2018,May,0
408,Region,1,PH0800000000,Eastern Visayas,8,NA,2083545.065,124.95325,11.53711,2018,May,0
409,Region,1,PH0900000000,Zamboanga Peninsula,9,NA,1458898.459,122.84823,7.82603,2018,May,0
410,Province,2,PH1400100000,Abra,1,14,392658.995,120.80323,17.57832,2018,May,0
411,Province,2,PH0401000000,Batangas,10,4,296342.1523,121.03136,13.89192,2018,May,0
412,Province,2,PH1401100000,Benguet,11,14,282784.8759,120.69886,16.54284,2018,May,0
413,Province,2,PH0701200000,Bohol,12,7,396752.4873,124.19758,9.85386,2018,May,0
414,Province,2,PH1001300000,Bukidnon,13,10,935846.7352,125.00693,8.01875,2018,May,0
415,Province,2,PH0301400000,Bulacan,14,3,268894.0986,121.05787,14.97878,2018,May,0
416,Province,2,PH0201500000,Cagayan,15,2,879759.9291,121.76061,18.09416,2018,May,0
417,Province,2,PH0501600000,Camarines Norte,16,5,212131.5983,122.7276,14.14318,2018,May,0
418,Province,2,PH0501700000,Camarines Sur,17,5,526280.2518,123.26232,13.70538,2018,May,0
419,Province,2,PH1001800000,Camiguin,18,10,24254.34914,124.71774,9.172,2018,May,0
420,Province,2,PH0601900000,Capiz,19,6,265103.7091,122.63293,11.3699,2018,May,0
421,Province,2,PH1600200000,Agusan Del Norte,2,16,267625.5396,125.53568,9.03125,2018,May,0
422,Province,2,PH0502000000,Catanduanes,20,5,146059.0863,124.23645,13.78322,2018,May,0
423,Province,2,PH0402100000,Cavite,21,4,124520.1231,120.86848,14.25517,2018,May,0
424,Province,2,PH0702200000,Cebu,22,7,486471.6869,123.75473,10.35505,2018,May,0
425,Province,2,PH1102300000,Davao Del Norte,23,11,324540.853,125.64222,7.58531,2018,May,0
426,Province,2,PH1102400000,Davao Del Sur,24,11,426257.1808,125.34537,7.01621,2018,May,0
427,Province,2,PH1102500000,Davao Oriental,25,11,498905.6008,126.29823,7.25136,2018,May,0
428,Province,2,PH0802600000,Eastern Samar,26,8,424954.8963,125.38108,11.64761,2018,May,0
429,Province,2,PH1402700000,Ifugao,27,14,250670.7928,121.20724,16.84847,2018,May,0
430,Province,2,PH0102800000,Ilocos Norte,28,1,327178.9476,120.73031,18.2049,2018,May,0
431,Province,2,PH0102900000,Ilocos Sur,29,1,246531.6268,120.54701,17.24747,2018,May,0
432,Province,2,PH1600300000,Agusan Del Sur,3,16,845214.9145,125.72898,8.42159,2018,May,0
433,Province,2,PH0603000000,Iloilo,30,6,471476.4392,122.60538,11.0076,2018,May,0
434,Province,2,PH0203100000,Isabela,31,2,1049495.036,121.96124,16.98735,2018,May,0
435,Province,2,PH1403200000,Kalinga,32,14,282509.4079,121.2795,17.43098,2018,May,0
436,Province,2,PH0103300000,La Union,33,1,141261.3448,120.42453,16.58054,2018,May,0
437,Province,2,PH0403400000,Laguna,34,4,178496.2977,121.36511,14.24132,2018,May,0
438,Province,2,PH1003500000,Lanao Del Norte,35,10,263637.9028,124.03771,8.02657,2018,May,0
439,Province,2,PH1903600000,Lanao Del Sur,36,15,374148.3531,124.3446,7.78909,2018,May,0
440,Province,2,PH0803700000,Leyte,37,8,557574.9137,124.75585,10.97461,2018,May,0
441,Province,2,PH1908700000,Maguindanao,38,15,501126.2256,124.3846,7.03162,2018,May,0
442,Province,2,PH0600400000,Aklan,4,6,168490.628,122.24801,11.60961,2018,May,0
443,Province,2,PH1704000000,Marinduque,40,17,92150.51634,121.97191,13.39123,2018,May,0
444,Province,2,PH0504100000,Masbate,41,5,398936.7474,123.55233,12.29461,2018,May,0
445,Province,2,PH1004200000,Misamis Occidental,42,10,187094.5163,123.69023,8.32404,2018,May,0
446,Province,2,PH1004300000,Misamis Oriental,43,10,337853.2765,124.79152,8.63258,2018,May,0
447,Province,2,PH1404400000,Mountain Province,44,14,211247.8703,121.12926,17.1013,2018,May,0
448,Province,2,PH0604500000,Negros Occidental,45,6,765872.2498,122.98713,10.31102,2018,May,0
449,Province,2,PH0704600000,Negros Oriental,46,7,513364.8525,123.03352,9.60691,2018,May,0
450,Province,2,PH1204700000,North Cotabato,47,12,585977.2617,124.85052,7.2026,2018,May,0
451,Province,2,PH0804800000,Northern Samar,48,8,344045.7568,124.79173,12.4111,2018,May,0
452,Province,2,PH0304900000,Nueva Ecija,49,3,545723.5694,121.02057,15.61784,2018,May,0
453,Province,2,PH0500500000,Albay,5,5,246950.7417,123.61575,13.20972,2018,May,0
454,Province,2,PH0205000000,Nueva Vizcaya,50,2,412589.2665,121.17179,16.30543,2018,May,0
455,Province,2,PH1705100000,Occidental Mindoro,51,17,597216.3562,120.89263,12.97198,2018,May,0
456,Province,2,PH1705200000,Oriental Mindoro,52,17,411534.5134,121.26165,12.96208,2018,May,0
457,Province,2,PH1705300000,Palawan,53,17,1438791.437,118.74422,9.97851,2018,May,0
458,Province,2,PH0305400000,Pampanga,54,3,211421.1857,120.64724,15.05852,2018,May,0
459,Province,2,PH0105500000,Pangasinan,55,1,515455.9092,120.3126,15.9995,2018,May,0
460,Province,2,PH0405600000,Quezon,56,4,840102.3202,121.96207,14.16651,2018,May,0
461,Province,2,PH0205700000,Quirino,57,2,276799.6207,121.59554,16.29455,2018,May,0
462,Province,2,PH0405800000,Rizal,58,4,120029.7294,121.26254,14.6174,2018,May,0
463,Province,2,PH1705900000,Romblon,59,17,130982.4531,122.23451,12.43569,2018,May,0
464,Province,2,PH0600600000,Antique,6,6,273659.3448,122.06801,11.12678,2018,May,0
465,Province,2,PH0806000000,Samar,60,8,538251.1521,124.94033,11.84648,2018,May,0
466,Province,2,PH0706100000,Siquijor,61,7,31957.7035,123.58866,9.1852,2018,May,0
467,Province,2,PH0506200000,Sorsogon,62,5,198641.4064,123.92856,12.85433,2018,May,0
468,Province,2,PH1206300000,South Cotabato,63,12,411942.8819,124.85313,6.28461,2018,May,0
469,Province,2,PH0806400000,Southern Leyte,64,8,165547.6261,125.05196,10.29123,2018,May,0
470,Province,2,PH1206500000,Sultan Kudarat,65,12,422488.9048,124.43128,6.53498,2018,May,0
471,Province,2,PH1906600000,Sulu,66,15,151498.8171,121.0544,5.95321,2018,May,0
472,Province,2,PH1606700000,Surigao Del Norte,67,16,197260.9942,125.73754,9.67074,2018,May,0
473,Province,2,PH1606800000,Surigao Del Sur,68,16,469825.4007,126.113,8.77637,2018,May,0
474,Province,2,PH0306900000,Tarlac,69,3,297162.4745,120.4762,15.47835,2018,May,0
475,Province,2,PH1900700000,Basilan,7,15,113368.7447,122.02916,6.56546,2018,May,0
476,Province,2,PH1907000000,Tawi-Tawi,70,15,115325.302,119.9015,5.23802,2018,May,0
477,Province,2,PH0307100000,Zambales,71,3,372047.8358,120.14367,15.2868,2018,May,0
478,Province,2,PH0907200000,Zamboanga Del Norte,72,9,628425.2368,122.80734,8.0492,2018,May,0
479,Province,2,PH0907300000,Zamboanga Del Sur,73,9,535995.3836,122.99399,7.67897,2018,May,0
480,Province,2,PH0307700000,Aurora,77,3,303048.9855,121.70032,15.92336,2018,May,0
481,Province,2,PH0807800000,Biliran,78,8,53182.96358,124.47324,11.59672,2018,May,0
482,Province,2,PH0607900000,Guimaras,79,6,59614.55082,122.6141,10.56881,2018,May,0
483,Province,2,PH0300800000,Bataan,8,3,124499.2234,120.45441,14.66047,2018,May,0
484,Province,2,PH1208000000,Sarangani,80,12,370000.4169,125.15833,6.05966,2018,May,0
485,Province,2,PH1408100000,Apayao,81,14,398874.9827,121.18753,18.10576,2018,May,0
486,Province,2,PH1108200000,Davao De Oro,82,11,435150.5017,126.02292,7.57325,2018,May,0
487,Province,2,PH0908300000,Zamboanga Sibugay,83,9,272573.4853,122.72542,7.69474,2018,May,0
488,Province,2,PH1608500000,Dinagat Islands,85,16,80368.58314,125.60234,10.17134,2018,May,0
489,Province,2,PH1108600000,Davao Occidental,86,11,196057.9424,125.54058,6.09811,2018,May,0
490,Province,2,PH0200900000,Batanes,9,2,20137.38639,121.88796,20.55242,2018,May,0
491,National,0,PH9999999999,Philippines,1,NA,29340674,122.88863823288156,11.683905899533906,2018,June,22
492,Region,1,PH0100000000,Ilocos Region,1,NA,1230470.897,120.48431,16.90702,2018,June,4
493,Region,1,PH1000000000,Northern Mindanao,10,NA,1748726.483,124.67425,8.18737,2018,June,0
494,Region,1,PH1100000000,Davao Region,11,NA,1880989.96,125.82657,7.21033,2018,June,0
495,Region,1,PH1200000000,SOCCSKSARGEN,12,NA,1790438.227,124.81574,6.59804,2018,June,0
496,Region,1,PH1400000000,Cordillera Administrative Region,14,NA,1818770.568,121.03905,17.35562,2018,June,6
497,Region,1,PH1900000000,Bangsamoro Autonomous Region In Muslim Mindanao,15,NA,1255119.847,123.34939,6.92199,2018,June,0
498,Region,1,PH1600000000,CARAGA,16,NA,1860281.031,125.79354,8.80757,2018,June,0
499,Region,1,PH1700000000,MIMAROPA,17,NA,2670545.156,119.90138,11.3535,2018,June,1
500,Region,1,PH0200000000,Cagayan Valley,2,NA,2638794.24,121.73245,17.20742,2018,June,0
501,Region,1,PH0300000000,Central Luzon,3,NA,2122869.134,120.82254,15.39167,2018,June,8
502,Region,1,PH0400000000,CALABARZON,4,NA,1559505.206,121.57574,14.1648,2018,June,3
503,Region,1,PH0500000000,Bicol Region,5,NA,1729064.188,123.47248,13.27324,2018,June,0
504,Region,1,PH0600000000,Western Visayas,6,NA,2004219.716,122.65134,10.84389,2018,June,0
